City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
591,Gravdal,NO,68.1214,13.5031,42.19,69,91,15.01,overcast clouds
592,Nioro,GM,13.35,-15.75,76.26,50,78,5.99,broken clouds
593,Koson,UZ,39.0375,65.585,28.72,46,0,4.18,clear sky
594,Orangeburg,US,33.4918,-80.8557,46.81,51,1,4.61,clear sky
595,Pringsewu,ID,-5.3582,104.9744,85.05,64,100,3.83,overcast clouds
596,Fallon,US,39.4735,-118.7774,51.28,70,40,5.75,scattered clouds
597,Antalaha,MG,-14.9003,50.2788,77.88,70,41,3.96,scattered clouds
598,Estelle,US,29.8458,-90.1067,60.8,54,1,6.91,clear sky
599,Ketchikan,US,55.3422,-131.6461,41.47,87,90,11.5,mist
600,Kahului,US,20.8947,-156.47,82.42,73,1,12.66,clear sky
601,Adiake,CI,5.2863,-3.304,81.99,90,67,5.95,broken clouds
602,Atar,MR,20.5169,-13.0499,76.33,31,99,4.45,overcast clouds
603,Te Anau,NZ,-45.4167,167.7167,53.53,94,100,3.13,overcast clouds
604,Tabas,IR,33.5959,56.9244,48.51,24,20,3.49,few clouds
605,Lokosovo,RU,61.1333,74.8167,6.49,95,100,13.27,light snow
606,Doha,QA,25.2867,51.5333,71.58,68,0,1.14,clear sky
607,Khorixas,NA,-20.3667,14.9667,64.69,22,41,3.69,scattered clouds
608,Ola,RU,59.5833,151.2833,20.05,76,62,10.13,broken clouds
609,Sagua La Grande,CU,22.8067,-80.0756,74.39,89,88,6.02,overcast clouds
610,Warwick,US,41.7001,-71.4162,39.92,66,20,8.05,few clouds
611,Lakatoro,VU,-16.0999,167.4164,80.11,69,99,2.82,overcast clouds
612,Langham,CA,52.3668,-106.9679,15.64,92,18,6.42,few clouds
613,Vostok,RU,46.4856,135.8833,25.95,72,96,2.33,overcast clouds
614,Santa Isabel,BR,-23.3156,-46.2214,67.66,98,100,6.15,overcast clouds
615,Taybad,IR,34.74,60.7756,40.95,32,0,1.99,clear sky
616,Grootfontein,NA,-19.5667,18.1167,67.57,24,25,4.61,scattered clouds
617,Moose Factory,CA,51.2585,-80.6094,21.2,73,90,8.05,overcast clouds
618,Mogadishu,SO,2.0371,45.3438,80.33,77,33,8.97,scattered clouds
619,Diamantino,BR,-14.4086,-56.4461,70.72,99,100,0.69,moderate rain
620,Shenkursk,RU,62.1091,42.896,31.24,94,100,8.59,light snow
621,Dharchula,IN,29.85,80.5333,68.4,24,91,2.82,overcast clouds
622,Sisimiut,GL,66.9395,-53.6735,18.84,59,100,12.19,overcast clouds
623,Izhma,RU,65.0083,53.9113,28.69,90,100,8.59,overcast clouds
624,Nisia Floresta,BR,-6.0911,-35.2086,80.98,79,29,8.37,scattered clouds
